nome_fifa_limpo,nome_ocidental_limpo,posicao,data_nascimento,clube,role...6,role...7,acted_as_sweeper,diving_save,goals_conceded,minutes_played,punches,saves,saves_inside_box,throws,accurate_passes,assists,chances_created,goals,pass_success,total_shots,blocked_shots,shot_accuracy,shot_off_target,shot_on_target,shots_woodwork,accurate_long_balls,crosses,key_passes,long_balls,passes,touches,aerials_lost,aerials_won,clearances,dispossessed,dribbles_attempted,dribbles_succeeded,duels_lost,duels_won,fouls,interceptions,recoveries,tackles_attempted,tackles_succeeded,was_fouled,is_a_sub,was_subbed,yellow_card,red_card,rating,name_limpo
moro nikola,nikola moro,MF,1998-03-12,Bologna FC (ITA),Midfielder,Midfielder,NA,NA,NA,85,NA,NA,NA,NA,44,0,0,0,81%,2,1,50%,0,1,0,3,2,0,5,54,69,1,0,0,1,2,2,2,3,0,0,4,1,1,0,0,1,NA,NA,7.3,philippe coutinho
youssef amyn,youssef wali faeq amyn,MF,2003-08-21,AEK Larnaca FC (CYP),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,24,0,1,1,77%,4,1,50%,1,2,0,4,10,2,5,31,55,1,0,0,4,0,0,6,1,1,0,5,1,1,0,0,NA,NA,NA,7.4,dries mertens
iskanderov jamshid,jamshid iskanderov,MF,1993-10-16,FK Neftchi Farg'ona (UZB),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,66,0,0,0,84%,2,1,0%,1,0,0,4,0,0,7,79,96,0,3,1,1,0,0,3,6,2,5,8,2,2,1,0,NA,NA,NA,7.4,serhiy sydorchuk
ito hiroki,hiroki ito,DF,1999-05-12,FC Bayern München (GER),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,21,0,0,0,78%,1,1,0%,0,0,0,1,3,1,1,27,49,0,1,1,2,0,0,6,2,2,0,4,1,1,0,0,NA,NA,NA,6.3,ryan bertrand
yanis cesar,cesar augusto yanis velasco,MF,1996-01-28,CD Cobresal (CHI),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,38,0,0,0,86%,5,2,20%,2,1,0,2,5,2,2,44,72,2,2,0,4,1,1,9,5,2,0,5,0,0,2,0,NA,1,NA,6.2,leonardo bittencourt
doudera david,david doudera,DF,1998-05-31,SK Slavia Praha (CZE),Defender,Defender,NA,NA,NA,76,NA,NA,NA,NA,47,0,0,0,92%,0,0,0%,0,0,0,2,0,0,4,51,62,1,1,3,0,1,0,3,2,0,1,7,0,0,1,0,1,NA,NA,5.3,rasmus bengtsson
diaz ismael,ismael diaz de leon,MF,1997-05-12,Club León (MEX),Midfielder,Midfielder,NA,NA,NA,10,NA,NA,NA,NA,3,0,0,0,43%,0,0,0%,0,0,0,0,0,0,2,7,10,0,0,2,1,0,0,1,0,0,0,2,0,0,0,1,0,NA,NA,5.8,allan
tomiyasu takehiro,takehiro tomiyasu,DF,1998-11-05,AFC Ajax (NED),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,56,0,0,0,84%,0,0,0%,0,0,0,9,0,0,14,67,80,7,3,2,0,0,0,8,6,2,2,7,2,0,1,0,NA,NA,NA,5.9,ben mee
noor alrawabdeh,noor al-deen mahmoud ali al rawabdeh,MF,1997-02-24,Selangor FC (MAS),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,44,1,2,0,88%,0,0,0%,0,0,0,3,0,3,4,50,66,2,0,0,4,1,0,14,6,2,1,11,5,3,1,0,NA,NA,NA,7,charles aranguiz
montero alvaro,alvaro david montero perales,GK,1995-03-29,CA Vélez Sars eld (ARG),Keeper,Keeper,0,1,2,90,0,1,0,2,12,NA,NA,NA,,0,0,0%,0,0,0,5,0,0,18,25,29,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,NA,NA,NA,5.4,thomas kraft
gorre kenji,kenji joel gorre,FW,1994-09-29,Maccabi Haifa FC (ISR),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,14,0,0,0,70%,1,0,0%,1,0,0,2,0,1,2,20,33,4,4,3,1,2,1,8,7,1,0,1,0,0,2,0,NA,NA,NA,6.3,andrea belotti
krejci ladislav,ladislav krejci,DF,1999-04-20,Wolverhampton Wanderers FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,31,0,0,0,79%,2,0,0%,2,0,0,3,0,0,7,39,53,1,4,3,0,0,0,3,6,3,3,4,2,1,0,0,NA,1,NA,6.8,chris smalling
partey thomas,thomas teye partey,MF,1993-06-13,Villarreal CF (ESP),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,31,0,0,0,84%,1,0,100%,0,1,0,1,5,4,1,37,59,0,1,0,4,3,2,6,7,0,0,4,2,2,2,0,NA,NA,NA,6.9,filippo falco
dumfries denzel,denzel justus morris dumfries,DF,1996-04-18,FC Internazionale Milano (ITA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,44,0,0,0,81%,0,0,0%,0,0,0,3,0,0,8,54,67,2,3,7,1,0,0,3,6,1,2,7,3,1,0,0,NA,NA,NA,7.1,inigo martinez
neymar jr,neymar da silva santos junior,FW,1992-02-05,Santos FC (BRA),Attacker,Attacker,NA,NA,NA,30,NA,NA,NA,NA,12,0,0,0,86%,1,0,100%,0,1,0,0,3,0,0,14,27,0,0,0,2,1,0,4,2,1,0,1,0,0,2,1,0,NA,NA,5.9,bryan gil
diney borges,edilson alberto monteiro sanches borges,DF,1995-01-17,Al Bataeh Club (UAE),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,64,0,0,0,96%,0,0,0%,0,0,0,1,0,0,2,67,70,1,0,0,0,0,0,5,2,5,0,7,2,1,0,0,NA,NA,NA,6.4,abdou diallo
mbappe kylian,kylian mbappe lottin,FW,1998-12-20,Real Madrid C. F. (ESP),Attacker,Attacker,NA,NA,NA,25,NA,NA,NA,NA,6,0,0,0,86%,1,0,100%,0,1,0,0,0,0,0,7,14,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,NA,NA,5.8,musa barrow
sochurek hugo,hugo sochurek,MF,2008-06-07,AC Sparta Praha (CZE),Midfielder,Midfielder,NA,NA,NA,25,NA,NA,NA,NA,6,0,0,0,100%,0,0,0%,0,0,0,0,0,1,0,6,8,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,NA,NA,5.8,harvey gilmour
mbuku nathanael,nathanael mbuku,MF,2002-03-16,Montpellier HSC (FRA),Midfielder,Midfielder,NA,NA,NA,88,NA,NA,NA,NA,16,0,0,0,76%,0,0,0%,0,0,0,0,0,0,0,21,30,0,1,1,1,2,1,7,3,2,2,7,1,0,1,0,1,NA,NA,6.3,nemanja radoja
blackman cesar,cesar rodolfo blackman camarena,DF,1998-04-02,ŠK Slovan Bratislava (SVK),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,38,0,0,0,93%,1,0,0%,1,0,0,1,0,0,2,41,56,1,2,7,1,0,0,3,3,1,2,8,1,0,0,0,NA,1,NA,5.1,german pezzella
zigi lawrence ati,lawrence ati zigi,GK,1996-11-29,FC St. Gallen (SUI),Keeper,Keeper,0,0,0,90,0,0,0,5,15,NA,NA,NA,,0,0,0%,0,0,0,2,0,0,9,22,29,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,NA,NA,NA,7,roman burki
martha arjany,ar'jany jainel archenir martha,MF,2003-09-04,Rotherham United FC (ENG),Midfielder,Midfielder,NA,NA,NA,9,NA,NA,NA,NA,1,0,0,0,100%,0,0,0%,0,0,0,1,1,0,1,1,5,0,1,0,0,1,1,0,3,0,0,0,1,1,0,1,0,NA,NA,NA,lazar samardzic
chukwuemeka carney,carney chibueze chukwuemeka,MF,2003-10-20,Borussia Dortmund (GER),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,25,1,1,0,63%,1,0,0%,1,0,0,1,1,1,3,40,61,2,2,4,0,1,0,5,5,1,0,11,2,1,1,0,NA,NA,NA,7.5,dan gosling
ozcan salih,salih ozcan,MF,1998-01-11,Borussia Dortmund (GER),Midfielder,Midfielder,NA,NA,NA,66,NA,NA,NA,NA,16,1,0,0,80%,1,0,100%,0,1,0,0,1,1,1,20,30,0,0,0,3,2,0,7,0,1,0,1,0,0,0,0,1,NA,NA,6,hamed traore
joao neves,joao pedro goncalves neves,MF,2004-09-27,Paris Saint-Germain (FRA),Midfielder,Midfielder,NA,NA,NA,45,NA,NA,NA,NA,48,0,0,0,92%,1,0,0%,1,0,0,5,0,0,7,52,60,1,2,3,0,0,0,2,3,1,1,2,0,0,1,0,1,NA,NA,6.5,ivan radovanovic
jakobs ismail,ismail joshua jakobs,DF,1999-08-17,Galatasaray SK (TUR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,18,0,0,0,67%,0,0,0%,0,0,0,0,11,5,5,27,58,1,2,5,0,1,0,2,3,0,0,3,1,1,0,0,NA,NA,NA,7.6,daniel brosinski
nelson semedo,nelson cabral semedo,DF,1993-11-16,Fenerbahçe SK (TUR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,30,0,0,0,81%,0,0,0%,0,0,0,3,2,0,4,37,55,0,0,2,0,2,1,4,2,2,2,7,1,1,0,0,NA,1,NA,6.8,davide biraschi
eze eberechi,eberechi oluchi eze,MF,1998-06-29,Arsenal FC (ENG),Midfielder,Midfielder,NA,NA,NA,10,NA,NA,NA,NA,2,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,NA,NA,6,federico san emeterio
mosquera orlando,orlando mosquera,GK,1994-12-25,Al Fayha FC (KSA),Keeper,Keeper,0,0,0,90,1,1,0,1,13,NA,NA,NA,,0,0,0%,0,0,0,9,0,0,20,24,29,0,1,1,0,0,0,0,1,0,0,7,0,0,0,0,NA,NA,NA,5.9,david soria
ryan mathew,mathew david ryan,GK,1992-04-08,Levante UD (ESP),Keeper,Keeper,0,3,0,90,0,6,4,2,17,NA,NA,NA,,0,0,0%,0,0,0,4,0,0,7,20,30,0,1,1,0,0,0,1,1,1,0,6,0,0,1,0,NA,NA,NA,6.2,juan musso
mohammad aldaoud,mohammad ratib mohammad aldaoud,MF,1992-04-12,Al Wahdat SC (JOR),Midfielder,Midfielder,NA,NA,NA,79,NA,NA,NA,NA,12,0,0,0,86%,0,0,0%,0,0,0,1,0,0,1,14,28,0,0,0,0,5,3,3,6,1,0,1,0,0,3,0,1,NA,NA,6.6,romulo
talbi montassar,montassar omar talbi,DF,1998-05-26,FC Lorient (FRA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,33,0,0,0,92%,1,0,0%,1,0,0,5,0,0,6,36,44,2,1,1,0,0,0,6,4,1,2,2,3,3,0,0,NA,NA,NA,6.9,luca rossettini
acevedo carlos,carlos acevedo lopez,GK,1996-04-19,Club Santos Laguna (MEX),Keeper,Keeper,0,1,0,90,0,2,1,4,13,NA,NA,NA,,0,0,0%,0,0,0,5,0,0,11,19,26,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,NA,NA,NA,6.2,alex remiro
mateta jean-philippe,jean-philippe mateta,FW,1997-06-28,Crystal Palace FC (ENG),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,21,0,0,0,81%,3,2,33%,0,1,0,0,4,0,1,26,65,0,0,0,3,11,6,10,10,1,2,8,1,0,3,0,NA,1,NA,7.1,wilfried zaha
owusu elisha,elisha owusu,MF,1997-11-07,AJ Auxerre (FRA),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,35,0,0,0,78%,1,0,0%,1,0,0,7,1,0,8,45,56,0,0,0,0,2,2,2,4,1,1,7,0,0,2,0,NA,NA,NA,6.5,jordan veretout
xhaka granit,granit xhaka,MF,1992-09-27,Sunderland AFC (ENG),Midfielder,Midfielder,NA,NA,NA,15,NA,NA,NA,NA,9,0,0,0,100%,1,0,0%,1,0,0,0,0,0,0,9,17,0,0,0,0,5,4,1,5,0,0,0,0,0,1,1,0,NA,NA,6.7,jeremie boga
franco alan,alan steven franco palma,MF,1998-08-21,Atlético Mineiro (BRA),Midfielder,Midfielder,NA,NA,NA,65,NA,NA,NA,NA,16,0,0,0,80%,2,1,50%,0,1,0,1,2,3,2,20,43,2,0,2,1,5,2,7,5,0,0,2,0,0,3,0,1,NA,NA,6.6,joseph paintsil
cross bradley,bradley paul cross,DF,2001-01-30,Kaizer Chiefs FC (RSA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,55,0,1,0,95%,0,0,0%,0,0,0,13,0,1,14,58,66,1,1,4,0,0,0,3,1,2,0,2,0,0,0,0,NA,NA,NA,6.4,alessio romagnoli
jurasek david,david jurasek,DF,2000-08-07,SK Slavia Praha (CZE),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,75,0,0,0,86%,1,0,100%,0,1,0,5,0,0,6,87,103,2,5,1,0,0,0,4,9,0,1,8,3,2,2,0,NA,NA,NA,6.5,rafael czichos
shankland lawrence,lawrence shankland,FW,1995-08-10,Heart Of Midlothian FC (SCO),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,7,1,2,0,58%,1,0,0%,1,0,0,0,4,3,0,12,34,3,4,1,1,0,0,7,7,4,0,3,1,1,2,0,NA,NA,NA,7.7,jaime mata
sulemana kamaldeen,kamal deen sulemana,FW,2002-02-15,Atalanta Bergamo (ITA),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,37,0,1,1,73%,2,0,100%,0,2,0,1,3,3,2,51,67,2,2,0,0,4,4,3,7,2,0,4,0,0,1,0,NA,NA,NA,8.5,mohamed salah
ndamane khulumani,khulumani ndamane,DF,2004-02-05,Mamelodi Sundowns FC (RSA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,17,0,0,0,63%,0,0,0%,0,0,0,1,1,1,5,27,47,1,4,3,0,1,0,2,9,0,0,4,2,2,3,0,NA,NA,NA,6.5,joseba zaldua
samba brice,brice lauriche samba,GK,1994-04-25,Stade Rennais FC (FRA),Keeper,Keeper,0,0,0,90,0,1,1,6,15,NA,NA,NA,,0,0,0%,0,0,0,5,0,0,15,25,34,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,NA,NA,NA,6,ivan cuellar
paulsen alex,alexander noah paulsen,GK,2002-07-04,Lechia Gdańsk (POL),Keeper,Keeper,0,2,0,90,2,4,2,4,19,NA,NA,NA,,0,0,0%,0,0,0,9,0,0,13,23,33,0,1,2,0,0,0,0,1,0,0,10,0,0,0,0,NA,NA,NA,7,etrit berisha
luckassen derrick,derrick luckassen,DF,1995-07-03,Pafos FC (CYP),Defender,Defender,NA,NA,NA,68,NA,NA,NA,NA,38,0,0,0,95%,0,0,0%,0,0,0,2,2,1,3,40,53,1,2,1,0,2,1,3,5,2,1,2,1,1,1,1,0,1,NA,7.2,junior firpo
aydin oguz,oguz aydin,FW,2000-10-27,Fenerbahçe SK (TUR),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,6,1,1,1,75%,2,0,100%,0,2,0,0,0,1,0,8,15,2,0,0,1,2,0,6,0,1,0,0,0,0,0,0,NA,NA,NA,7.5,teemu pukki
hamza abdelkarim,hamza mohamed abdelkarim e selim,FW,2008-01-01,FC Barcelona (ESP),Attacker,Attacker,NA,NA,NA,69,NA,NA,NA,NA,8,0,0,0,80%,1,1,0%,0,0,0,0,0,0,0,10,15,2,4,0,0,1,1,4,5,2,0,1,0,0,1,0,1,NA,NA,6.3,tom eaves
yengi tete,tete owen yengi,FW,2000-11-28,FC Machida Zelvia (JPN),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,14,0,0,0,50%,4,0,25%,3,1,0,0,2,2,0,28,52,5,5,1,3,0,0,10,7,0,0,2,0,0,2,0,NA,NA,NA,6.2,raul jimenez
goss ricardo,stuart ricardo goss,GK,1994-04-02,Siwelele FC (RSA),Keeper,Keeper,0,2,0,90,4,4,2,1,9,NA,NA,NA,,0,0,0%,0,0,0,6,0,0,18,21,30,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,NA,NA,NA,8.2,enrico alfonso
boudaoui hicham,hicham boudaoui,MF,1999-09-23,OGC Nice (FRA),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,46,0,0,0,85%,0,0,0%,0,0,0,4,1,1,5,54,66,1,0,2,1,2,1,7,3,2,0,10,2,2,0,0,NA,1,NA,6.9,giovani lo celso
nelson jayden,jayden nelson,FW,2002-09-26,Austin FC (USA),Attacker,Attacker,NA,NA,NA,20,NA,NA,NA,NA,3,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,3,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,5.8,giampaolo pazzini
konate ibrahima,ibrahima konate,DF,1999-05-25,Liverpool FC (ENG),Defender,Defender,NA,NA,NA,35,NA,NA,NA,NA,26,0,0,0,100%,0,0,0%,0,0,0,3,0,0,3,26,31,1,0,0,0,0,0,1,2,0,1,2,2,2,0,0,1,NA,NA,6.8,sven bender
nmecha felix,felix kalu nmecha,MF,2000-10-10,Borussia Dortmund (GER),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,19,0,0,0,76%,2,2,0%,0,0,0,1,8,1,1,25,48,1,0,0,1,3,2,7,4,2,0,5,2,1,0,0,NA,NA,NA,6.5,filip kostic
marcio rosa,marcio salomao brazao da rosa,GK,1997-02-23,PFC Montana (BUL),Keeper,Keeper,0,3,0,90,0,2,0,0,13,NA,NA,NA,,0,0,0%,0,0,0,4,0,0,11,21,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,NA,1,NA,8,emiliano martinez
mujakic nihad,nihad mujakic,DF,1998-04-15,Gaziantep FK (TUR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,28,0,1,0,80%,0,0,0%,0,0,0,0,3,1,4,35,62,0,0,2,2,2,1,3,4,0,1,5,2,1,1,0,NA,NA,NA,6.6,luca pellegrini
hassan alhaydos,hasan khalid h alhaydos,FW,1990-12-11,Al Sadd SC (QAT),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,70,1,0,0,91%,1,0,0%,1,0,0,3,2,1,7,77,105,0,2,0,0,9,8,2,16,0,1,9,5,5,1,0,NA,NA,NA,9.1,alphonso davies
sultan albrake,sultan hussain m h al-brake,DF,1996-04-07,Al Duhail SC (QAT),Defender,Defender,NA,NA,NA,87,NA,NA,NA,NA,25,0,0,0,74%,0,0,0%,0,0,0,1,1,2,2,34,58,0,0,0,3,4,1,6,2,0,0,3,0,0,1,0,1,NA,NA,5.6,mohamed drager
pasalic marco,marco pasalic,FW,2000-09-14,Orlando City SC (USA),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,40,0,0,0,89%,2,0,50%,1,1,0,1,12,7,2,45,68,1,0,1,1,1,1,2,3,0,0,4,0,0,2,0,NA,NA,NA,7.5,jose maria callejon
alvarez edson,edson omar alvarez velazquez,DF,1997-10-24,Fenerbahçe SK (TUR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,28,0,0,0,78%,1,0,0%,1,0,0,1,2,0,6,36,60,1,0,2,1,0,0,5,2,0,0,4,1,1,1,0,NA,NA,NA,5.9,pablo zabaleta
pacho willian,willian joel pacho tenorio,DF,2001-10-16,Paris Saint-Germain (FRA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,68,0,0,0,86%,0,0,0%,0,0,0,3,1,0,6,79,89,1,1,0,0,1,1,3,5,1,1,6,2,1,1,0,NA,NA,NA,6.8,john anthony brooks
van de ven micky,micky van de ven,DF,2001-04-19,Tottenham Hotspur FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,34,0,0,0,94%,2,0,0%,2,0,0,3,0,0,4,36,56,3,2,5,1,4,3,6,7,1,2,3,1,0,1,0,NA,NA,NA,6.3,joseph aidoo
niazmand payam,seyedpayam niazmand,GK,1995-04-06,Persepolis FC (IRN),Keeper,Keeper,0,0,0,90,1,2,1,5,35,NA,NA,NA,,0,0,0%,0,0,0,9,0,0,18,44,54,0,1,1,0,0,0,0,1,0,0,9,0,0,0,0,NA,NA,NA,5.7,timo horn
paugain wilguens,wilguens raphael polynice paugain,DF,2001-08-24,SV Zulte Waregem (BEL),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,46,0,1,0,77%,1,0,0%,1,0,0,2,2,2,8,60,98,1,0,2,2,6,2,9,7,1,3,6,3,1,2,0,NA,1,NA,5.5,jamilu collins
husam abudahab,husam ali mohammad abudahab,DF,2000-05-13,Al Faisaly SC (JOR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,62,0,0,0,89%,0,0,0%,0,0,0,12,1,0,15,70,86,1,4,5,0,1,0,3,10,1,1,1,3,2,3,0,NA,NA,NA,7.5,stefan daniel radu
romero gamarra alejandro,alejandro sebastian romero gamarra,FW,1995-01-11,Al Ain FC (UAE),Attacker,Attacker,NA,NA,NA,27,NA,NA,NA,NA,7,0,0,0,88%,1,0,0%,1,0,0,0,0,0,0,8,17,2,0,0,1,2,0,6,1,0,0,3,1,0,0,1,0,NA,NA,5.7,antonio puertas
preciado angelo,angelo smit preciado quinonez,DF,1998-02-18,Atlético Mineiro (BRA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,48,0,0,0,81%,0,0,0%,0,0,0,6,0,0,12,59,73,4,1,6,0,1,1,5,4,0,2,5,1,1,1,0,NA,NA,NA,7.3,victor laguardia
sarr ismaila,ismaila sarr,FW,1998-02-25,Crystal Palace FC (ENG),Attacker,Attacker,NA,NA,NA,30,NA,NA,NA,NA,7,0,0,0,64%,2,0,100%,0,2,0,0,0,0,1,11,17,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,NA,NA,6,nolito
jakic kristijan,kristijan jakic,DF,1997-05-14,FC Augsburg (GER),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,48,0,0,0,84%,1,0,0%,1,0,0,8,0,0,9,57,77,3,6,9,0,1,1,5,8,2,1,5,1,0,0,0,NA,NA,NA,7.5,ozan kabak
beiranvand alireza,ali reza safarbeiranvand,GK,1992-09-21,Tractor Sazi Tabriz FC (IRN),Keeper,Keeper,0,5,0,90,0,7,5,2,19,NA,NA,NA,,0,0,0%,0,0,0,6,0,0,21,34,47,0,0,1,0,0,0,0,1,0,0,6,0,0,1,0,NA,NA,NA,8,roman burki
amir alammari,amir fouad aboud al-ammari,MF,1997-07-27,KS Cracovia (POL),Midfielder,Midfielder,NA,NA,NA,10,NA,NA,NA,NA,1,1,0,0,50%,0,0,0%,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,NA,NA,6.5,christian atsu
achouri elias,mohamed elyes achouri,FW,1999-02-10,FC København (DEN),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,17,0,0,0,77%,6,1,50%,2,3,0,1,2,1,1,22,49,2,1,1,4,6,2,11,5,0,0,3,1,1,1,0,NA,NA,NA,6.3,marcus rashford
bonny ange-yoan,ange-yoan laurent bonny,FW,2003-10-25,FC Internazionale Milano (ITA),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,10,0,1,0,59%,3,3,0%,0,0,0,2,0,3,3,17,37,4,3,0,3,1,1,10,5,3,0,2,0,0,1,0,NA,NA,NA,5.7,angel rodriguez
prass alexander,alexander prass,MF,2001-05-26,TSG Hoffenheim (GER),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,45,0,0,0,92%,1,0,100%,0,1,0,9,1,2,9,49,64,1,1,0,0,2,1,6,5,1,1,3,1,0,2,0,NA,1,NA,6.8,hans vanaken
thermoncy keeto,keeto thermoncy,DF,2006-03-29,BSC Young Boys (SUI),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,51,0,0,0,86%,0,0,0%,0,0,0,2,0,0,4,59,65,1,1,2,0,0,0,1,2,0,0,3,0,0,1,0,NA,NA,NA,5.5,lluis lopez
hyam dominic,dominic john hyam,DF,1995-12-20,Wrexham AFC (WAL),Defender,Defender,NA,NA,NA,71,NA,NA,NA,NA,23,0,0,0,79%,0,0,0%,0,0,0,0,1,1,2,29,54,2,3,1,0,2,1,4,6,1,2,4,2,2,0,0,1,NA,NA,5.6,evan n'dicka
quansah jarell,jarell amorin quansah,DF,2003-01-29,Bayer 04 Leverkusen (GER),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,59,0,0,0,89%,0,0,0%,0,0,0,1,0,0,5,66,78,2,5,2,0,1,0,5,8,1,1,9,3,1,1,0,NA,1,NA,7.2,harry maguire
mensah gideon,gideon mensah,DF,1998-07-18,AJ Auxerre (FRA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,87,1,1,0,95%,0,0,0%,0,0,0,2,1,1,2,92,106,1,5,7,0,0,0,1,7,0,2,4,2,1,0,0,NA,NA,NA,8.1,merih demiral
sadilek michal,michal sadilek,MF,1999-05-31,SK Slavia Praha (CZE),Midfielder,Midfielder,NA,NA,NA,60,NA,NA,NA,NA,37,0,0,0,77%,0,0,0%,0,0,0,3,1,2,6,48,52,0,0,0,0,1,1,1,3,0,0,3,0,0,2,0,1,NA,NA,5.9,amadou diawara
castrop jens,jens castrop,DF,2003-07-29,Borussia Mönchengladbach (GER),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,44,0,0,0,86%,2,2,0%,0,0,0,3,0,0,9,51,64,1,2,2,0,2,2,4,6,1,1,4,2,2,0,0,NA,1,NA,7.1,sokratis papastathopoulos
razaghinia amirmohammad,amirmohammad razaghinia,MF,2006-04-11,Esteghlal Tehran FC (IRN),Midfielder,Midfielder,NA,NA,NA,74,NA,NA,NA,NA,15,0,0,0,83%,6,2,33%,2,2,0,1,4,0,1,18,43,1,4,0,1,6,5,3,12,1,2,2,0,0,3,0,1,NA,NA,7.6,michail antonio
londono azarias,azarias emmanuel londono gonzalez,FW,2001-06-21,CD Universidad Católica (ECU),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,42,0,0,0,89%,0,0,0%,0,0,0,2,0,1,2,47,54,0,2,0,0,1,1,2,6,1,1,3,2,2,1,0,NA,NA,NA,7.3,ismael bennacer
almoez ali,almoez ali zainelabdeen m abdulla,FW,1996-08-19,Al Duhail SC (QAT),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,29,0,1,0,83%,0,0,0%,0,0,0,0,6,2,0,35,58,1,1,1,1,3,1,4,2,0,1,4,0,0,0,0,NA,NA,NA,6.9,ferran torres
mohammadi milad,milad mohammadikeshmarzi,DF,1993-09-29,Persepolis FC (IRN),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,18,0,0,1,86%,1,0,100%,0,1,0,3,0,0,5,21,30,1,1,2,0,0,0,4,2,2,2,2,0,0,1,0,NA,NA,NA,6.4,angelo ogbonna
alex sandro,alex sandro lobo silva,DF,1991-01-26,CR Flamengo (BRA),Defender,Defender,NA,NA,NA,45,NA,NA,NA,NA,6,0,0,0,67%,0,0,0%,0,0,0,0,0,0,0,9,15,0,1,1,0,0,0,1,2,1,0,0,1,0,0,0,1,1,NA,6,jonjoe kenny
homam ahmed,homam elamin m ahmed,DF,1999-08-25,Cultural Leonesa (ESP),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,124,0,0,0,97%,1,0,0%,1,0,0,4,0,0,5,128,133,1,1,1,0,0,0,1,2,1,0,4,1,0,0,0,NA,1,NA,7.6,clement lenglet
luiz henrique,luiz henrique andre rosa da silva,FW,2001-01-02,FC Zenit St. Petersburg (RUS),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,11,0,0,0,79%,1,0,0%,1,0,0,0,4,1,0,14,42,5,0,2,0,4,3,8,6,2,0,5,2,2,1,0,NA,NA,NA,6.6,babajide david
